datetime,PM10,rain,temp,humidity,wind
21/07/2025 21:00:00,"17,93",0,25,74,7
21/07/2025 22:00:00,"21,68",0,25.4,71,9
21/07/2025 23:00:00,"22,38",0,25.9,71,8
22/07/2025 00:00:00,"15,76",0.2,26.2,69,7
22/07/2025 01:00:00,"24,20",0,26,70,7
22/07/2025 02:00:00,"29,34",0,25.6,69,7
22/07/2025 03:00:00,"21,83",0,25,72,8
22/07/2025 04:00:00,"12,20",0,25.2,73,8
22/07/2025 05:00:00,"17,19",0,25.9,72,9
22/07/2025 06:00:00,"13,16",0,26.6,68,11
22/07/2025 07:00:00,"10,82",0,25.6,62,20
22/07/2025 08:00:00,"17,40",0,26.7,58,21
22/07/2025 09:00:00,"33,97",0,26.2,54,21
22/07/2025 10:00:00,"18,15",0,28.8,49,21
22/07/2025 11:00:00,"11,32",0,29.8,47,18
22/07/2025 12:00:00,"10,57",0,31.9,41,9
22/07/2025 13:00:00,"5,28",0,30.9,43,8
22/07/2025 14:00:00,"2,64",0,31.3,42,8
22/07/2025 15:00:00,"1,32",0,30.1,53,12
22/07/2025 16:00:00,"13,96",0,29.2,63,16
22/07/2025 17:00:00,"13,50",0,27.8,67,10
22/07/2025 18:00:00,"11,52",0,29.1,42,3
22/07/2025 19:00:00,"7,57",0,28.6,38,2
22/07/2025 20:00:00,"5,52",0,27.4,47,4
22/07/2025 21:00:00,"11,59",0,26.9,56,4
22/07/2025 22:00:00,"25,10",0,26.5,59,6
22/07/2025 23:00:00,"15,92",0,25.7,61,8
23/07/2025 00:00:00,"14,15",0,25.9,59,8
23/07/2025 01:00:00,"8,48",0,25.9,58,6
23/07/2025 02:00:00,"5,37",0,25.6,58,6
23/07/2025 03:00:00,"2,68",0,25.5,56,8
23/07/2025 04:00:00,"5,87",0,24.9,56,13
23/07/2025 05:00:00,"3,77",0,25.7,55,11
23/07/2025 06:00:00,"9,95",0,26.4,52,13
23/07/2025 07:00:00,"17,04",0,27.9,47,15
23/07/2025 08:00:00,"14,13",0,29.6,44,14
23/07/2025 09:00:00,"11,59",0,31.1,41,10
23/07/2025 10:00:00,"25,11",0,30.6,42,6
23/07/2025 11:00:00,"15,85",0,30.1,52,10
23/07/2025 12:00:00,"9,85",0,30.5,47,14
23/07/2025 13:00:00,"9,48",0,29.9,47,16
23/07/2025 14:00:00,"26,67",0,29.4,49,16
23/07/2025 15:00:00,"15,66",0,29.1,60,9
23/07/2025 16:00:00,"33,15",0,30.2,56,5
23/07/2025 17:00:00,"20,14",0,29,54,5
23/07/2025 18:00:00,"14,48",0,28.5,59,4
23/07/2025 19:00:00,"11,73",0,28.1,65,3
23/07/2025 20:00:00,"9,45",0,27.7,55,4
23/07/2025 21:00:00,"8,67",0,27.6,57,3
23/07/2025 22:00:00,"36,82",0,27.4,55,3
23/07/2025 23:00:00,"22,70",0,26.9,55,7
24/07/2025 00:00:00,"13,34",0,26.6,55,7
24/07/2025 01:00:00,"9,39",0,26.6,55,7
24/07/2025 02:00:00,"8,44",0,26.6,55,3
24/07/2025 03:00:00,"9,46",0,26,57,3
24/07/2025 04:00:00,"13,70",0,26.1,54,5
24/07/2025 05:00:00,"11,46",0,26.5,52,8
24/07/2025 06:00:00,"12,25",0,26.6,54,5
24/07/2025 07:00:00,"34,29",0,28.1,48,5
24/07/2025 08:00:00,"18,94",0,29.1,52,8
24/07/2025 09:00:00,"40,44",0,28.3,61,8
24/07/2025 10:00:00,"47,84",0,29.2,58,8
24/07/2025 11:00:00,"28,55",0,28.2,62,6
24/07/2025 12:00:00,"19,25",0,28.8,62,8
24/07/2025 13:00:00,"13,09",0,28.9,52,14
24/07/2025 14:00:00,"13,23",0,28.3,63,13
24/07/2025 15:00:00,"23,70",0,29.4,61,9
24/07/2025 16:00:00,"26,71",0,28.1,66,9
24/07/2025 17:00:00,"22,18",0,27.9,63,6
24/07/2025 18:00:00,"15,71",0,27,70,3
24/07/2025 19:00:00,"30,47",0,26.8,70,3
24/07/2025 20:00:00,"18,21",0,26.8,61,3
24/07/2025 21:00:00,"35,06",0,26.5,59,6
24/07/2025 22:00:00,"20,78",0,26.4,51,5
24/07/2025 23:00:00,"15,18",0,26.2,52,5
25/07/2025 00:00:00,"7,59",0,25.5,60,3
25/07/2025 01:00:00,"12,03",0,25.1,58,4
25/07/2025 02:00:00,"11,05",0,25.3,61,4
25/07/2025 03:00:00,"10,47",0,25.3,59,3
25/07/2025 04:00:00,"6,64",0,26,51,7
25/07/2025 05:00:00,"4,92",0,26.1,49,5
25/07/2025 06:00:00,"15,95",0,26.5,47,7
25/07/2025 07:00:00,"38,55",0,26.5,52,6
25/07/2025 08:00:00,"41,72",0.4,24.6,67,5
25/07/2025 09:00:00,"48,40",1.2,24.6,69,11
25/07/2025 10:00:00,"44,63",0,27.2,61,11
25/07/2025 11:00:00,"23,34",0,26.3,62,11
25/07/2025 12:00:00,"12,47",0,26.2,65,7
25/07/2025 13:00:00,"9,49",0,26.3,62,4
25/07/2025 14:00:00,"6,65",0,26.7,61,5
25/07/2025 15:00:00,"18,00",0,26,68,7
25/07/2025 16:00:00,"17,31",0,25.3,72,7
25/07/2025 17:00:00,"8,65",0,25.8,62,8
25/07/2025 18:00:00,"6,60",0,25.8,61,5
25/07/2025 19:00:00,"7,96",0,25.7,61,6
25/07/2025 20:00:00,"14,43",0,24.8,74,5
25/07/2025 21:00:00,"12,04",0,25.2,59,9
25/07/2025 22:00:00,"7,25",0,25.2,55,9
25/07/2025 23:00:00,"5,04",0,25.4,50,12
26/07/2025 00:00:00,"6,17",0,24.6,53,6
26/07/2025 01:00:00,"4,87",0,25.1,51,8
26/07/2025 02:00:00,"2,43",0,25.6,51,6
26/07/2025 03:00:00,"6,46",0,25.4,54,6
26/07/2025 04:00:00,"4,20",0,21.7,79,13
26/07/2025 05:00:00,"6,92",1.2,20.1,82,13
26/07/2025 06:00:00,"23,65",0,20.9,80,11
26/07/2025 07:00:00,"18,06",0,23.6,74,12
26/07/2025 08:00:00,"31,61",0,24.2,70,7
26/07/2025 09:00:00,"19,87",0,24.8,70,8
26/07/2025 10:00:00,"14,25",0,23.9,77,8
26/07/2025 11:00:00,"44,33",0,25.1,72,7
26/07/2025 12:00:00,"26,98",0,25.4,71,6
26/07/2025 13:00:00,"15,54",0,26.5,66,8
26/07/2025 14:00:00,"12,79",0,25.9,65,9
26/07/2025 15:00:00,"7,63",0,26,67,6
26/07/2025 16:00:00,"6,41",0,25.1,68,8
26/07/2025 17:00:00,"6,26",0,24.7,69,5
26/07/2025 18:00:00,"8,08",0,25,69,5
26/07/2025 19:00:00,"9,22",0,24.7,71,6
26/07/2025 20:00:00,"22,23",0,23.9,76,6
26/07/2025 21:00:00,"9,01",1.2,20.3,77,14
26/07/2025 22:00:00,"5,26",0.4,20.3,75,15
26/07/2025 23:00:00,"4,89",0,20.4,75,8
27/07/2025 00:00:00,"6,26",0,20.8,72,9
27/07/2025 01:00:00,"5,72",0,19.9,76,12
27/07/2025 02:00:00,"3,41",0,20.8,70,9
27/07/2025 03:00:00,"5,21",0.2,20.3,73,14
27/07/2025 04:00:00,"5,90",3.4,19.2,81,14
27/07/2025 05:00:00,"4,28",0.6,19.2,82,8
27/07/2025 06:00:00,"17,72",0,20.5,77,5
27/07/2025 07:00:00,"13,66",0,21.4,71,8
27/07/2025 08:00:00,"21,82",0,22.7,68,4
27/07/2025 09:00:00,"12,33",0,23.5,64,4
27/07/2025 10:00:00,"30,30",0,24.3,61,5
27/07/2025 11:00:00,"20,41",0,25.7,62,5
27/07/2025 12:00:00,"10,83",0,26.3,54,9
27/07/2025 13:00:00,"6,66",0,26,53,10
27/07/2025 14:00:00,"5,66",0,27,54,9
27/07/2025 15:00:00,"3,66",0,26.7,49,9
27/07/2025 16:00:00,"1,83",0,27.3,52,7
27/07/2025 17:00:00,"0,92",0,26.7,55,5
27/07/2025 18:00:00,"5,63",0,25.6,56,4
27/07/2025 19:00:00,"4,43",0,25.3,60,3
27/07/2025 20:00:00,"7,10",0,24.8,63,7
27/07/2025 21:00:00,"7,25",0,23.4,70,10
27/07/2025 22:00:00,"7,74",0,23.8,63,9
27/07/2025 23:00:00,"4,80",0,23.2,63,10
28/07/2025 00:00:00,"6,35",0,23.1,62,9
28/07/2025 01:00:00,"4,33",0,23.3,60,8
28/07/2025 02:00:00,"3,05",0.8,21.6,70,14
28/07/2025 03:00:00,"2,82",0.4,21.2,78,10
28/07/2025 04:00:00,"9,77",3.2,20.1,86,9
28/07/2025 05:00:00,"5,84",4.4,19.1,86,7
28/07/2025 06:00:00,"5,23",3.8,19.6,82,12
28/07/2025 07:00:00,"7,92",0.6,20.1,75,9
28/07/2025 08:00:00,"12,11",0.6,20.5,76,14
28/07/2025 09:00:00,"10,36",0,21.7,69,14
28/07/2025 10:00:00,"7,66",0,21.8,65,14
28/07/2025 11:00:00,"8,50",0,22.8,63,12
28/07/2025 12:00:00,"6,06",0,23.5,56,20
28/07/2025 13:00:00,"3,65",0,22.9,58,26
28/07/2025 14:00:00,"5,28",0,23.1,59,21
28/07/2025 15:00:00,"5,13",0,22.8,63,21
28/07/2025 16:00:00,"2,56",0,22.9,66,18
28/07/2025 17:00:00,"1,28",0.2,21.8,68,14
28/07/2025 18:00:00,"9,19",0.2,21.4,72,13
28/07/2025 19:00:00,"4,59",0.2,21.2,72,12
28/07/2025 20:00:00,"12,77",0.4,21.6,67,12
28/07/2025 21:00:00,"10,63",0,20.3,77,4
28/07/2025 22:00:00,"13,37",0.2,19.8,81,3
28/07/2025 23:00:00,"17,27",0.2,19.9,80,4
29/07/2025 00:00:00,"14,20",0,19.6,82,4
29/07/2025 01:00:00,"15,86",0,19.6,82,4
29/07/2025 02:00:00,"13,88",0,19.4,82,4
29/07/2025 03:00:00,"11,33",0,19.7,81,5
29/07/2025 04:00:00,"13,17",0,19.8,81,6
29/07/2025 05:00:00,"20,99",0,19.9,80,6
29/07/2025 06:00:00,"13,01",0,19.5,79,7
29/07/2025 07:00:00,"13,35",0,19.9,75,12
29/07/2025 08:00:00,"10,32",0,21.2,62,17
29/07/2025 09:00:00,"6,15",0,21.4,63,18
29/07/2025 10:00:00,"6,71",0,21.7,64,17
29/07/2025 11:00:00,"5,25",0,22.4,58,13
29/07/2025 12:00:00,"2,63",0,23.7,52,4
29/07/2025 13:00:00,"3,48",0.2,24.4,59,6
29/07/2025 14:00:00,"22,66",0,25.7,44,7
29/07/2025 15:00:00,"15,57",0,25.6,43,14
29/07/2025 16:00:00,"9,43",0,25.6,41,17
29/07/2025 17:00:00,"8,27",0,25,44,14
29/07/2025 18:00:00,"5,56",0,24.2,47,14
29/07/2025 19:00:00,"7,80",0,22.9,53,15
29/07/2025 20:00:00,"5,45",0,22.2,54,13
29/07/2025 21:00:00,"6,40",0,21.3,53,9
29/07/2025 22:00:00,"5,95",0,21,52,6
29/07/2025 23:00:00,"4,94",0,20.5,53,4
30/07/2025 00:00:00,"4,38",0,20.1,55,5
30/07/2025 01:00:00,"3,85",0,20.1,54,5
30/07/2025 02:00:00,"5,41",0,19.6,56,7
30/07/2025 03:00:00,"7,29",0,19.4,59,4
30/07/2025 04:00:00,"6,41",0,19.4,56,7
30/07/2025 05:00:00,"3,80",0,20.4,55,8
30/07/2025 06:00:00,"5,18",0,22.1,49,4
30/07/2025 07:00:00,"6,01",0,22.6,48,4
30/07/2025 08:00:00,"7,04",0,23.8,41,7
30/07/2025 09:00:00,"4,09",0,25.7,38,7
30/07/2025 10:00:00,"15,70",0,24.7,51,7
30/07/2025 11:00:00,"15,37",0,26.5,46,7
30/07/2025 12:00:00,"7,68",0,26.4,41,8
30/07/2025 13:00:00,"13,86",0,26.5,47,13
30/07/2025 14:00:00,"11,76",0,26.7,47,14
30/07/2025 15:00:00,"6,96",0,26.5,48,15
30/07/2025 16:00:00,"4,20",0,27.1,47,11
30/07/2025 17:00:00,"6,95",0,26.9,48,9
30/07/2025 18:00:00,"6,51",0,25.6,56,10
30/07/2025 19:00:00,"8,28",0,24.9,51,6
30/07/2025 20:00:00,"7,67",0,24.7,50,4
30/07/2025 21:00:00,"3,84",0,23.1,57,5
30/07/2025 22:00:00,"5,29",0,22.5,61,5
30/07/2025 23:00:00,"11,83",0,22,61,3
31/07/2025 00:00:00,"7,99",0,21.5,60,4
31/07/2025 01:00:00,"6,55",0,21.4,58,4
31/07/2025 02:00:00,"7,64",0,21.8,53,4
31/07/2025 03:00:00,"8,85",0,21,54,6
31/07/2025 04:00:00,"8,19",0,20.9,53,6
31/07/2025 05:00:00,"8,80",0,20.9,54,8
31/07/2025 06:00:00,"18,33",0,23.2,50,5
31/07/2025 07:00:00,"13,13",0,24.9,46,4
31/07/2025 08:00:00,"15,64",0,26.8,41,5
31/07/2025 09:00:00,"46,17",0,25.9,50,5
31/07/2025 10:00:00,"36,83",0,26.2,50,6
31/07/2025 11:00:00,"21,38",0,27,38,8
31/07/2025 12:00:00,"14,72",0,28,41,10
31/07/2025 13:00:00,"10,84",0,27.6,44,10
31/07/2025 14:00:00,"7,07",0,27,49,15
31/07/2025 15:00:00,"4,05",0,26.9,54,13
31/07/2025 16:00:00,"11,70",0,26.7,52,11
31/07/2025 17:00:00,"8,35",0,26.5,56,7
31/07/2025 18:00:00,"9,13",0,26,59,6
31/07/2025 19:00:00,"15,98",0,25.2,61,4
31/07/2025 20:00:00,"26,72",0,24,62,5
31/07/2025 21:00:00,"22,76",0,23.5,62,6
31/07/2025 22:00:00,"15,00",0,23.2,61,4
31/07/2025 23:00:00,"8,72",0,22.9,57,5
01/08/2025 00:00:00,"6,81",0,22.9,58,4
01/08/2025 01:00:00,"6,26",0,22.8,58,2
01/08/2025 02:00:00,"7,23",0,22,60,3
01/08/2025 03:00:00,"8,66",0,21.7,58,3
01/08/2025 04:00:00,"8,92",0,21.4,58,4
01/08/2025 05:00:00,"5,92",0,22.9,55,3
01/08/2025 06:00:00,"13,28",0,25.2,48,1
01/08/2025 07:00:00,"7,85",0,24.6,53,3
01/08/2025 08:00:00,"30,69",0,24.6,57,4
01/08/2025 09:00:00,"19,49",0,25.9,51,5
01/08/2025 10:00:00,"35,93",0,26.9,55,5
01/08/2025 11:00:00,"22,88",0,26.3,55,6
01/08/2025 12:00:00,"13,19",0,28,37,5
01/08/2025 13:00:00,"7,87",0,28.7,39,6
01/08/2025 14:00:00,"7,11",0,25.9,59,13
01/08/2025 15:00:00,"6,22",0,21.8,67,19
01/08/2025 16:00:00,"6,31",0.4,22.3,67,10
01/08/2025 17:00:00,"4,47",0,24.5,58,9
01/08/2025 18:00:00,"5,92",0,23.6,61,7
01/08/2025 19:00:00,"2,96",0,22.8,62,9
01/08/2025 20:00:00,"8,92",0,22.9,58,9
01/08/2025 21:00:00,"8,44",0,22.7,55,6
01/08/2025 22:00:00,"5,94",0,22.8,57,6
01/08/2025 23:00:00,"6,60",0,22.5,58,4
02/08/2025 00:00:00,"14,52",0,22.2,59,3
02/08/2025 01:00:00,"14,64",0.4,21.6,66,4
02/08/2025 02:00:00,"23,39",2.6,19.3,79,5
02/08/2025 03:00:00,"15,69",4,19.2,86,9
02/08/2025 04:00:00,"13,02",0.2,19.2,78,14
02/08/2025 05:00:00,"12,88",0,20.2,75,9
02/08/2025 06:00:00,"7,99",0,21.3,68,7
02/08/2025 07:00:00,"7,96",0,24.9,57,5
02/08/2025 08:00:00,"10,19",0,26,50,6
02/08/2025 09:00:00,"15,53",0,26.1,58,4
02/08/2025 10:00:00,"11,89",0,27,59,5
02/08/2025 11:00:00,"5,94",0,25.1,60,6
02/08/2025 12:00:00,"2,97",4.2,21.3,77,8
02/08/2025 13:00:00,"40,20",0.2,21.5,79,11
02/08/2025 14:00:00,"24,59",0,23,70,14
02/08/2025 15:00:00,"20,59",0,22.5,72,11
02/08/2025 16:00:00,"31,83",1.4,20.9,82,12
02/08/2025 17:00:00,"17,51",0,21.4,79,10
02/08/2025 18:00:00,"20,51",0,22.2,72,6
02/08/2025 19:00:00,"13,35",0,21.4,75,6
02/08/2025 20:00:00,"9,67",0,20.8,75,6
02/08/2025 21:00:00,"7,06",0,20.8,75,8
02/08/2025 22:00:00,"5,58",0,20.5,77,5
02/08/2025 23:00:00,"6,10",0,20.4,73,6
03/08/2025 00:00:00,"7,65",0,20.8,70,5
03/08/2025 01:00:00,"7,34",1.2,19.1,81,10
03/08/2025 02:00:00,"8,72",0,19,81,8
03/08/2025 03:00:00,"6,91",0,19.1,76,12
03/08/2025 04:00:00,"6,76",0,19,74,8
03/08/2025 05:00:00,"8,03",0,20.2,64,21
03/08/2025 06:00:00,"4,85",0,21.1,58,27
03/08/2025 07:00:00,"3,08",0,21.9,56,27
03/08/2025 08:00:00,"14,34",0,21.8,56,27
03/08/2025 09:00:00,"17,64",0,22.7,56,30
03/08/2025 10:00:00,"20,48",0,23.7,51,29
03/08/2025 11:00:00,"23,79",0,24.2,48,29
03/08/2025 12:00:00,"18,74",0,25.1,46,27
03/08/2025 13:00:00,"12,90",0,25,46,26
03/08/2025 14:00:00,"9,12",0,24.6,46,28
03/08/2025 15:00:00,"4,56",0,24.7,47,26
03/08/2025 16:00:00,"2,28",0,24.6,47,27
03/08/2025 17:00:00,"3,33",0,24.2,48,26
03/08/2025 18:00:00,"4,39",0,24,48,20
03/08/2025 19:00:00,"5,17",0,23.3,53,17
03/08/2025 20:00:00,"2,58",0,22.6,57,17
03/08/2025 21:00:00,"1,29",0,22.2,58,18
03/08/2025 22:00:00,"1,00",0,22.2,56,17
03/08/2025 23:00:00,"4,84",0,21.7,57,14
04/08/2025 00:00:00,"7,76",0,21.6,57,16
04/08/2025 01:00:00,"4,46",0,21.5,55,13
04/08/2025 02:00:00,"6,79",0,21.2,54,8
04/08/2025 03:00:00,"8,68",0,20.5,56,10
04/08/2025 04:00:00,"7,01",0,20.3,57,14
04/08/2025 05:00:00,"6,36",0,20.5,55,17
04/08/2025 06:00:00,"4,92",0,22.3,49,19
04/08/2025 07:00:00,"4,47",0,23.6,45,13
04/08/2025 08:00:00,"13,44",0,24.7,41,9
04/08/2025 09:00:00,"7,79",0,24.4,50,11
04/08/2025 10:00:00,"7,65",0,25.1,53,6
04/08/2025 11:00:00,"20,39",0,26,48,7
04/08/2025 12:00:00,"11,28",0,26.6,44,9
04/08/2025 13:00:00,"10,00",0,26.1,48,12
04/08/2025 14:00:00,"7,14",0,25.9,50,10
04/08/2025 15:00:00,"6,26",0,26,54,7
04/08/2025 16:00:00,"5,34",0,26.1,48,6
04/08/2025 17:00:00,"7,39",0,25.3,60,5
04/08/2025 18:00:00,"9,61",0,25.7,48,4
04/08/2025 19:00:00,"7,88",0,24.9,51,3
04/08/2025 20:00:00,"5,00",0,23.9,53,6
04/08/2025 21:00:00,"4,34",0,23.1,56,14
04/08/2025 22:00:00,"7,44",0,23.1,54,12
04/08/2025 23:00:00,"7,08",0,22.6,55,8
05/08/2025 00:00:00,"8,41",0,22.2,56,6
05/08/2025 01:00:00,"5,48",0,21.9,56,6
05/08/2025 02:00:00,"7,59",0,21.2,58,6
05/08/2025 03:00:00,"6,55",0,21.1,59,9
05/08/2025 04:00:00,"6,49",0,20.8,59,9
05/08/2025 05:00:00,"4,53",0,22,55,11
05/08/2025 06:00:00,"7,44",0,22.5,53,11
05/08/2025 07:00:00,"18,06",0,24.4,46,10
05/08/2025 08:00:00,"28,92",0,26.2,42,8
05/08/2025 09:00:00,"23,09",0,25.1,53,9
05/08/2025 10:00:00,"44,19",0,27.2,47,6
05/08/2025 11:00:00,"23,43",0,27.2,51,7
05/08/2025 12:00:00,"32,98",0,26.6,52,9
05/08/2025 13:00:00,"18,63",0,26.7,52,13
05/08/2025 14:00:00,"11,89",0,26.5,52,13
05/08/2025 15:00:00,"10,32",0,26.7,52,13
05/08/2025 16:00:00,"8,34",0,26,57,14
05/08/2025 17:00:00,"6,04",0,25.9,65,11
05/08/2025 18:00:00,"8,26",0,25.8,66,6
05/08/2025 19:00:00,"22,11",0,24.8,67,4
05/08/2025 20:00:00,"17,70",0,24.8,65,3
05/08/2025 21:00:00,"13,28",0,24,71,4
05/08/2025 22:00:00,"8,60",0,24.3,70,3
05/08/2025 23:00:00,"7,63",0,23.3,71,4
06/08/2025 00:00:00,"8,31",0,23.3,72,3
06/08/2025 01:00:00,"12,40",0,22.9,75,3
06/08/2025 02:00:00,"7,04",0,23.2,75,2
06/08/2025 03:00:00,"7,33",0,24.2,63,5
06/08/2025 04:00:00,"8,13",0,24.1,64,18
06/08/2025 05:00:00,"7,01",0,22.5,73,24
06/08/2025 06:00:00,"26,20",0.4,22.4,74,20
06/08/2025 07:00:00,"18,19",0.4,23,70,25
06/08/2025 08:00:00,"13,83",0,23.6,64,28
06/08/2025 09:00:00,"9,63",0,25.2,56,34
06/08/2025 10:00:00,"8,69",0,25.8,53,32
06/08/2025 11:00:00,"9,03",0,26.8,50,30
06/08/2025 12:00:00,"4,51",0,26.9,49,27
06/08/2025 13:00:00,"6,57",0,27.7,47,23
06/08/2025 14:00:00,"4,50",0,27.6,45,23
06/08/2025 15:00:00,"6,37",0,28.1,43,22
06/08/2025 16:00:00,"8,00",0,27.7,44,22
06/08/2025 17:00:00,"8,56",0,26.8,43,19
06/08/2025 18:00:00,"8,02",0,25.5,45,18
06/08/2025 19:00:00,"5,86",0,24.6,49,20
06/08/2025 20:00:00,"7,98",0,24.1,50,18
06/08/2025 21:00:00,"3,99",0,23.5,51,21
06/08/2025 22:00:00,"6,70",0,23.1,50,23
06/08/2025 23:00:00,"4,74",0,22.6,50,18
07/08/2025 00:00:00,"4,61",0,22.6,48,11
07/08/2025 01:00:00,"12,41",0,22.1,49,12
07/08/2025 02:00:00,"9,26",0,21.7,49,20
07/08/2025 03:00:00,"8,57",0,21.7,48,19
07/08/2025 04:00:00,"9,58",0,21.2,49,20
07/08/2025 05:00:00,"12,94",0,22.2,46,13
07/08/2025 06:00:00,"10,86",0,22.6,47,14
07/08/2025 07:00:00,N/D,0,23.7,45,18
07/08/2025 08:00:00,N/D,0,25.5,39,16
07/08/2025 09:00:00,N/D,0,26.6,37,15
07/08/2025 10:00:00,N/D,0,28,34,12
07/08/2025 11:00:00,N/D,0,28.6,34,9
07/08/2025 12:00:00,"7,60",0,27.5,49,9
07/08/2025 13:00:00,"5,42",0,27.6,57,6
07/08/2025 14:00:00,"6,59",0,26,54,6
07/08/2025 15:00:00,"8,24",0,26.6,54,6
07/08/2025 16:00:00,"8,40",0,26.3,56,6
07/08/2025 17:00:00,"9,18",0,25.4,66,6
07/08/2025 18:00:00,"7,15",0,25.3,61,4
07/08/2025 19:00:00,"5,23",0,25.2,53,1
07/08/2025 20:00:00,"6,57",0,24.6,61,3
07/08/2025 21:00:00,"3,28",0,24.1,67,3
07/08/2025 22:00:00,"6,26",0,23.7,68,2
07/08/2025 23:00:00,"16,62",0,23.2,70,1
08/08/2025 00:00:00,"13,29",0,23,63,2
08/08/2025 01:00:00,"14,14",0,22.6,64,3
08/08/2025 02:00:00,"10,76",0,22.1,65,3
08/08/2025 03:00:00,"8,94",0,22.1,64,3
08/08/2025 04:00:00,"6,72",0,22,63,3
08/08/2025 05:00:00,"22,58",0,23.2,60,3
08/08/2025 06:00:00,"20,29",0,23.1,66,3
08/08/2025 07:00:00,"28,24",0,23.5,67,3
08/08/2025 08:00:00,"24,57",0,24.7,70,4
08/08/2025 09:00:00,"48,35",0,25.4,63,5
08/08/2025 10:00:00,"26,87",0,27.6,50,5
08/08/2025 11:00:00,"28,83",0,26.5,56,5
08/08/2025 12:00:00,"44,57",0,27.9,57,6
08/08/2025 13:00:00,"24,86",0,27.5,60,7
08/08/2025 14:00:00,"17,65",0,29,59,6
08/08/2025 15:00:00,"9,90",0,28.1,59,6
08/08/2025 16:00:00,"11,66",0,28.8,60,5
08/08/2025 17:00:00,"9,50",0,28.6,61,4
08/08/2025 18:00:00,"13,84",0,27.5,63,3
08/08/2025 19:00:00,"33,97",0,27.2,60,2
08/08/2025 20:00:00,"27,88",0,26.6,67,3
08/08/2025 21:00:00,"27,21",0,26.1,67,3
08/08/2025 22:00:00,"22,72",0,25.5,69,2
08/08/2025 23:00:00,"15,27",0,25.1,70,3
09/08/2025 00:00:00,"30,16",0,24.7,70,2
09/08/2025 01:00:00,"16,02",0,24.2,72,2
09/08/2025 02:00:00,"14,43",0,24.1,70,3
09/08/2025 03:00:00,"12,22",0,23.6,73,2
09/08/2025 04:00:00,"7,76",0,23.1,73,3
09/08/2025 05:00:00,"17,00",0,24.6,65,3
09/08/2025 06:00:00,"33,60",0,25.4,70,2
09/08/2025 07:00:00,"16,80",0,25.2,74,4
09/08/2025 08:00:00,"41,08",0,25.8,72,4
09/08/2025 09:00:00,"45,95",0,27,71,5
09/08/2025 10:00:00,"50,73",0,27.3,68,4
09/08/2025 11:00:00,"30,24",0,30,51,4
09/08/2025 12:00:00,"19,68",0,30.4,59,7
09/08/2025 13:00:00,"15,11",0,30.6,55,8
09/08/2025 14:00:00,"10,76",0,30,58,6
09/08/2025 15:00:00,"9,94",0,32.1,51,5
09/08/2025 16:00:00,"31,61",0,30.2,60,6
09/08/2025 17:00:00,"18,69",0,30.1,60,5
09/08/2025 18:00:00,"11,91",0,30.3,56,3
09/08/2025 19:00:00,"38,23",0,29,57,2
09/08/2025 20:00:00,"25,28",0,28.3,60,2
09/08/2025 21:00:00,"21,09",0,27.4,60,3
09/08/2025 22:00:00,"23,53",0,27.3,61,3
09/08/2025 23:00:00,"23,98",0,27,63,3
10/08/2025 00:00:00,"14,28",0,26.4,62,4
10/08/2025 01:00:00,"10,11",0,26.1,62,2
10/08/2025 02:00:00,"5,69",0,25.9,63,2
10/08/2025 03:00:00,"4,16",0,25.7,66,3
10/08/2025 04:00:00,"25,35",0,25,75,3
10/08/2025 05:00:00,"31,07",0,25.7,73,3
10/08/2025 06:00:00,"23,01",0,29.5,45,13
10/08/2025 07:00:00,"33,51",0,31.2,38,16
10/08/2025 08:00:00,"21,89",0,33.6,36,8
10/08/2025 09:00:00,"14,48",0,33.5,44,6
10/08/2025 10:00:00,"22,82",0,35.4,34,10
10/08/2025 11:00:00,"26,63",0,32,50,6
10/08/2025 12:00:00,"16,55",0,34.2,45,5
10/08/2025 13:00:00,"12,35",0,38,27,11
10/08/2025 14:00:00,"9,80",0,38,27,19
10/08/2025 15:00:00,"7,30",0,34.9,45,14
10/08/2025 16:00:00,"7,09",0,32.4,56,11
10/08/2025 17:00:00,"11,35",0,31.7,57,10
10/08/2025 18:00:00,"14,91",0,31,58,6
10/08/2025 19:00:00,"26,19",0,30.4,58,4
10/08/2025 20:00:00,"32,24",0,31.9,46,4
10/08/2025 21:00:00,"35,58",0,32.1,42,6
10/08/2025 22:00:00,"42,20",0,32.3,41,9
10/08/2025 23:00:00,"34,04",0,31.5,46,8
11/08/2025 00:00:00,"32,55",0,31.5,43,12
11/08/2025 01:00:00,"33,08",0,30.9,43,13
11/08/2025 02:00:00,"22,53",0,30.6,44,26
11/08/2025 03:00:00,"30,20",0,29.6,45,30
11/08/2025 04:00:00,"31,99",0,29.3,45,31
11/08/2025 05:00:00,"37,33",0,28.6,46,32
11/08/2025 06:00:00,"30,71",0,29,45,33
11/08/2025 07:00:00,"20,51",0,29.7,42,32
11/08/2025 08:00:00,"31,86",0,30.4,40,29
11/08/2025 09:00:00,"46,97",0,31,39,27
11/08/2025 10:00:00,"28,69",0,31.7,39,28
11/08/2025 11:00:00,"28,98",0,32.7,38,27
11/08/2025 12:00:00,"19,44",0,33.5,38,23
11/08/2025 13:00:00,"11,17",0,34,38,23
11/08/2025 14:00:00,"5,58",0,34.2,38,22
11/08/2025 15:00:00,"10,64",0,33.9,39,22
11/08/2025 16:00:00,"13,28",0,33.2,40,21
